Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
15,1982,,Walt Terrell,24,0,3,0.0,3.43,3,3,0,0,0,0,21.0,22,12,8,2,14,2,8,0,1,1,97,108,5.19,1.714,9.4,0.9,6.0,3.4,0.57,Right,No
16,1982,,Tom Gorman,24,0,1,0.0,0.96,3,1,0,0,0,0,9.1,8,1,1,0,0,0,7,0,0,0,36,395,1.22,0.857,7.7,0.0,0.0,6.8,0.0,Left,No
17,1982,,Doug Sisk,24,0,1,0.0,1.04,8,0,4,0,0,1,8.2,5,1,1,1,4,2,4,1,0,0,34,368,5.02,1.038,5.2,1.0,4.2,4.2,1.0,Right,No
18,1982,,Carlos Diaz,24,0,0,0.0,0.0,4,0,3,0,0,0,3.2,6,2,0,0,4,1,0,0,0,0,21,0,5.99,2.727,14.7,0.0,9.8,0.0,0.0,Left,No
1,1981,SP,Pat Zachry,29,7,14,0.333,4.14,24,24,0,3,0,0,139.0,151,78,64,13,56,1,76,4,1,1,616,85,4.02,1.489,9.8,0.8,3.6,4.9,1.36,Right,No
2,1981,SP,Mike Scott,26,5,10,0.333,3.9,23,23,0,1,0,0,136.0,130,65,59,11,34,1,54,1,2,1,551,90,3.63,1.206,8.6,0.7,2.3,3.6,1.59,Right,No
3,1981,SP,Ed Lynch,25,4,5,0.444,2.91,17,13,0,0,0,0,80.1,79,32,26,6,21,2,27,1,1,3,336,121,3.72,1.245,8.9,0.7,2.4,3.0,1.29,Right,No
4,1981,SP,Greg Harris,25,3,5,0.375,4.46,16,14,2,0,0,1,68.2,65,36,34,8,28,2,54,2,2,3,300,79,3.85,1.354,8.5,1.0,3.7,7.1,1.93,Right,No
5,1981,SP,Randy Jones,31,1,8,0.111,4.85,13,12,0,0,0,0,59.1,65,48,32,8,38,1,14,1,0,2,284,72,5.85,1.736,9.9,1.2,5.8,2.1,0.37,Left,No
6,1981,CL,Neil Allen,23,7,6,0.538,2.97,43,0,35,0,0,18,66.2,64,26,22,4,26,8,50,0,0,3,286,118,3.05,1.35,8.6,0.5,3.5,6.8,1.92,Right,No
7,1981,RP,Pete Falcone,27,5,3,0.625,2.55,35,9,5,3,1,1,95.1,84,32,27,3,36,4,56,0,1,2,397,138,2.97,1.259,7.9,0.3,3.4,5.3,1.56,Left,No
8,1981,RP,Dyar Miller,35,1,0,1.0,3.29,23,0,8,0,0,0,38.1,49,20,14,2,15,2,22,1,1,2,174,107,3.38,1.67,11.5,0.5,3.5,5.2,1.47,Right,No
9,1981,RP,Ray Searage,26,1,0,1.0,3.68,26,0,7,0,0,1,36.2,34,16,15,2,17,3,16,0,0,3,156,96,3.83,1.391,8.3,0.5,4.2,3.9,0.94,Left,No
10,1981,RP,Terry Leach,27,1,1,0.5,2.55,21,1,3,0,0,0,35.1,26,11,10,2,12,1,16,0,0,0,139,139,3.45,1.075,6.6,0.5,3.1,4.1,1.33,Right,No
11,1981,,Tom Hausman,28,0,1,0.0,2.18,20,0,5,0,0,0,33.0,28,8,8,2,7,1,13,0,1,2,130,162,3.24,1.061,7.6,0.5,1.9,3.5,1.86,Right,No
12,1981,,Mike Marshall,38,3,2,0.6,2.61,20,0,9,0,0,0,31.0,26,10,9,2,8,1,8,0,0,2,127,136,3.7,1.097,7.5,0.6,2.3,2.3,1.0,Right,No
13,1981,,Jeff Reardon,25,1,0,1.0,3.45,18,0,14,0,0,2,28.2,27,11,11,2,12,4,28,1,0,0,124,103,2.91,1.36,8.5,0.6,3.8,8.8,2.33,Right,No
14,1981,,Jesse Orosco,24,0,1,0.0,1.56,8,0,4,0,0,1,17.1,13,4,3,2,6,2,18,0,1,0,69,230,3.06,1.096,6.8,1.0,3.1,9.3,3.0,Left,No
15,1981,,Dan Boitano,28,2,1,0.667,5.51,15,0,4,0,0,0,16.1,21,10,10,2,5,0,8,2,0,0,76,65,4.5,1.592,11.6,1.1,2.8,4.4,1.6,Right,No
16,1981,,Dave Roberts,36,0,3,0.0,9.39,7,4,0,0,0,0,15.1,26,18,16,5,5,0,10,0,0,0,76,38,6.51,2.022,15.3,2.9,2.9,5.9,2.0,Left,No
17,1981,,Craig Swan,30,0,2,0.0,3.29,5,3,0,0,0,0,13.2,10,6,5,0,1,0,9,0,0,0,50,109,1.5,0.805,6.6,0.0,0.7,5.9,9.0,Right,No
18,1981,,Charlie Puleo,26,0,0,0.0,0.0,4,1,2,0,0,0,13.1,8,1,0,0,8,2,8,0,0,1,53,0,3.2,1.2,5.4,0.0,5.4,5.4,1.0,Right,No
19,1981,,Tim Leary,22,0,0,0.0,0.0,1,1,0,0,0,0,2.0,0,0,0,0,1,0,3,0,0,1,7,0,1.1,0.5,0.0,0.0,4.5,13.5,3.0,Right,No
1,1980,SP,Ray Burris,29,7,13,0.35,4.02,29,29,0,1,0,0,170.1,181,86,76,20,54,5,83,4,2,5,726,88,4.33,1.38,9.6,1.1,2.9,4.4,1.54,Right,No
2,1980,SP,Pat Zachry,28,6,10,0.375,3.01,28,26,1,7,3,0,164.2,145,65,55,16,58,5,88,5,2,2,680,118,4.09,1.233,7.9,0.9,3.2,4.8,1.52,Right,No
3,1980,SP,Mark Bomback,27,10,8,0.556,4.09,36,25,2,2,1,0,162.2,191,80,74,17,49,3,68,4,0,4,710,87,4.25,1.475,10.6,0.9,2.7,3.8,1.39,Right,No
4,1980,SP,Pete Falcone,26,7,10,0.412,4.52,37,23,5,1,0,1,157.1,163,89,79,16,58,9,109,2,1,9,684,78,3.83,1.405,9.3,0.9,3.3,6.2,1.88,Left,No
5,1980,SP,Craig Swan,29,5,9,0.357,3.58,21,21,0,4,1,0,128.1,117,59,51,20,30,3,79,0,1,0,520,99,4.25,1.145,8.2,1.4,2.1,5.5,2.63,Right,No
6,1980,CL,Neil Allen,22,7,10,0.412,3.7,59,0,47,0,0,22,97.1,87,43,40,7,40,9,79,0,1,2,407,96,3.3,1.305,8.0,0.6,3.7,7.3,1.98,Right,No
7,1980,RP,Tom Hausman,27,6,5,0.545,3.98,55,4,14,0,0,1,122.0,125,63,54,12,26,8,53,3,0,2,513,89,3.87,1.238,9.2,0.9,1.9,3.9,2.04,Right,No
8,1980,RP,Jeff Reardon,24,8,7,0.533,2.61,61,0,35,0,0,6,110.1,96,36,32,10,47,15,101,0,0,2,475,136,3.38,1.296,7.8,0.8,3.8,8.2,2.15,Right,No
9,1980,RP,John Pacella,23,3,4,0.429,5.14,32,15,6,0,0,0,84.0,89,51,48,5,59,2,68,2,3,5,388,69,4.09,1.762,9.5,0.5,6.3,7.3,1.15,Right,No
10,1980,RP,Ed Glynn,27,3,3,0.5,4.13,38,0,11,0,0,1,52.1,49,26,24,5,23,4,32,0,0,1,228,86,4.09,1.376,8.4,0.9,4.0,5.5,1.39,Left,No
11,1980,,Roy Lee Jackson,26,1,7,0.125,4.2,24,8,4,1,0,1,70.2,78,37,33,4,20,4,58,0,1,4,299,85,2.7,1.387,9.9,0.5,2.5,7.4,2.9,Right,No
12,1980,,Dyar Miller,34,1,2,0.333,1.93,31,0,12,0,0,1,42.0,37,9,9,1,11,3,28,0,1,0,170,185,2.51,1.143,7.9,0.2,2.4,6.0,2.55,Right,No
13,1980,,Mike Scott,25,1,1,0.5,4.3,6,6,0,1,1,0,29.1,40,14,14,1,8,1,13,0,0,1,132,84,3.13,1.636,12.3,0.3,2.5,4.0,1.63,Right,No
14,1980,,Kevin Kobel,26,1,4,0.2,7.03,14,1,3,0,0,0,24.1,36,21,19,5,11,3,8,0,0,0,114,51,6.12,1.932,13.3,1.8,4.1,3.0,0.73,Left,No
15,1980,,Ed Lynch,24,1,1,0.5,5.12,5,4,0,0,0,0,19.1,24,12,11,0,5,0,9,1,0,0,86,71,2.75,1.5,11.2,0.0,2.3,4.2,1.8,Right,No
16,1980,,Juan Berenguer,25,0,1,0.0,5.79,6,0,4,0,0,0,9.1,9,9,6,1,10,2,7,0,0,0,46,64,5.86,2.036,8.7,1.0,9.6,6.8,0.7,Right,No
17,1980,,Scott Holman,21,0,0,0.0,1.29,4,0,1,0,0,0,7.0,6,2,1,0,1,1,3,0,1,1,26,292,2.32,1.0,7.7,0.0,1.3,3.9,3.0,Right,No
1,1979,SP,Craig Swan,28,14,13,0.519,3.29,35,35,0,10,3,0,251.1,241,102,92,20,57,9,145,2,1,2,1027,110,3.32,1.186,8.6,0.7,2.0,5.2,2.54,Right,No
2,1979,SP,Pete Falcone,25,6,14,0.3,4.16,33,31,1,1,1,0,184.0,194,91,85,24,76,10,113,1,1,10,797,87,4.45,1.467,9.5,1.2,3.7,5.5,1.49,Left,No
3,1979,SP,Kevin Kobel,25,6,8,0.429,3.51,30,27,1,1,1,0,161.2,169,74,63,14,46,4,67,3,2,2,683,104,3.94,1.33,9.4,0.8,2.6,3.7,1.46,Left,No
4,1979,SP,Dock Ellis,34,3,7,0.3,6.04,17,14,3,1,0,0,85.0,110,60,57,9,34,10,41,1,0,2,391,60,4.38,1.694,11.6,1.0,3.6,4.3,1.21,Right,No
5,1979,CL,Skip Lockwood,32,2,5,0.286,1.49,27,0,22,0,0,9,42.1,33,7,7,3,14,5,42,0,0,2,164,246,2.66,1.11,7.0,0.6,3.0,8.9,3.0,Right,No
6,1979,RP,Neil Allen,21,6,10,0.375,3.55,50,5,27,0,0,8,99.0,100,46,39,4,47,13,65,0,0,6,431,103,3.37,1.485,9.1,0.4,4.3,5.9,1.38,Right,No
7,1979,RP,Dale Murray,29,4,8,0.333,4.82,58,0,24,0,0,4,97.0,105,58,52,6,52,14,37,0,0,3,428,76,4.38,1.619,9.7,0.6,4.8,3.4,0.71,Right,No
8,1979,RP,Wayne Twitchell,31,5,3,0.625,5.23,33,2,9,0,0,0,63.2,55,44,37,6,55,8,44,4,1,1,294,70,5.36,1.728,7.8,0.8,7.8,6.2,0.8,Right,No
9,1979,RP,Ed Glynn,26,1,4,0.2,3.0,46,0,20,0,0,7,60.0,57,22,20,3,40,10,32,2,0,1,269,122,4.42,1.617,8.6,0.5,6.0,4.8,0.8,Left,No
10,1979,,Andy Hassler,27,4,5,0.444,3.7,29,8,11,1,0,4,80.1,74,35,33,5,42,8,53,0,2,7,343,99,3.79,1.444,8.3,0.6,4.7,5.9,1.26,Left,No
11,1979,,Tom Hausman,26,2,6,0.25,2.75,19,10,7,1,0,2,78.2,65,25,24,6,19,1,33,4,0,2,315,133,3.76,1.068,7.4,0.7,2.2,3.8,1.74,Right,No
12,1979,,Mike Scott,24,1,3,0.25,5.33,18,9,0,0,0,0,52.1,59,35,31,4,20,3,21,0,1,1,229,69,4.07,1.51,10.1,0.7,3.4,3.6,1.05,Right,No
13,1979,,Dwight Bernard,27,0,3,0.0,4.7,32,1,6,0,0,0,44.0,59,26,23,2,26,4,20,0,0,1,208,78,4.19,1.932,12.1,0.4,5.3,4.1,0.77,Right,No
14,1979,,Pat Zachry,27,5,1,0.833,3.59,7,7,0,1,0,0,42.2,44,19,17,3,21,2,17,2,1,1,194,102,4.47,1.523,9.3,0.6,4.4,3.6,0.81,Right,No
15,1979,,Jesse Orosco,22,1,2,0.333,4.89,18,2,6,0,0,0,35.0,33,20,19,4,22,0,22,2,0,0,154,75,5.02,1.571,8.5,1.0,5.7,5.7,1.0,Left,No
16,1979,,Juan Berenguer,24,1,1,0.5,2.93,5,5,0,0,0,0,30.2,28,13,10,2,12,0,25,1,2,0,126,125,3.22,1.304,8.2,0.6,3.5,7.3,2.08,Right,No
17,1979,,Ray Burris,28,0,2,0.0,3.32,4,4,0,0,0,0,21.2,21,10,8,2,6,3,10,1,0,1,93,111,3.98,1.246,8.7,0.8,2.5,4.2,1.67,Right,No
18,1979,,Jeff Reardon,23,1,2,0.333,1.74,18,0,10,0,0,2,20.2,12,7,4,2,9,3,10,0,0,2,81,213,4.33,1.016,5.2,0.9,3.9,4.4,1.11,Right,No
19,1979,,Roy Lee Jackson,25,1,0,1.0,2.2,8,0,0,0,0,0,16.1,11,4,4,1,5,0,10,1,0,1,61,169,3.41,0.98,6.1,0.6,2.8,5.5,2.0,Right,No
20,1979,,John Pacella,22,0,2,0.0,4.41,4,3,0,0,0,0,16.1,16,8,8,0,4,0,12,0,0,0,69,84,2.0,1.224,8.8,0.0,2.2,6.6,3.0,Right,No
1,1978,SP,Jerry Koosman,35,3,15,0.167,3.75,38,32,6,3,0,2,235.1,221,110,98,17,84,11,160,8,1,5,986,93,3.34,1.296,8.5,0.7,3.2,6.1,1.9,Left,No
2,1978,SP,Craig Swan,27,9,6,0.6,2.43,29,28,0,5,1,0,207.1,164,62,56,12,58,8,125,2,0,1,819,143,3.0,1.071,7.1,0.5,2.5,5.4,2.16,Right,No
3,1978,SP,Nino Espinosa,24,11,15,0.423,4.73,32,32,0,6,1,0,203.2,230,117,107,24,75,10,76,3,3,0,888,74,4.52,1.498,10.2,1.1,3.3,3.4,1.01,Right,No
4,1978,SP,Pat Zachry,26,10,6,0.625,3.33,21,21,0,5,2,0,138.0,120,57,51,9,60,4,78,1,2,3,579,105,3.63,1.304,7.8,0.6,3.9,5.1,1.3,Right,No
5,1978,SP,Mike Bruhert,27,4,11,0.267,4.78,27,22,1,1,1,0,133.2,171,83,71,6,34,5,56,1,2,10,585,73,3.12,1.534,11.5,0.4,2.3,3.8,1.65,Right,No
6,1978,CL,Skip Lockwood,31,7,13,0.35,3.57,57,0,40,0,0,15,90.2,78,36,36,10,31,5,73,0,1,3,371,98,3.43,1.202,7.7,1.0,3.1,7.2,2.35,Right,No
7,1978,RP,Kevin Kobel,24,5,6,0.455,2.91,32,11,12,1,0,0,108.1,95,42,35,9,30,9,51,2,0,1,442,120,3.61,1.154,7.9,0.7,2.5,4.2,1.7,Left,No
8,1978,RP,Dale Murray,28,8,5,0.615,3.65,53,0,38,0,0,5,86.1,85,39,35,4,36,19,37,2,1,5,373,96,3.65,1.402,8.9,0.4,3.8,3.9,1.03,Right,No
9,1978,RP,Dwight Bernard,26,1,4,0.2,4.31,30,1,10,0,0,0,48.0,54,25,23,4,27,3,26,0,0,2,213,81,4.27,1.688,10.1,0.8,5.1,4.9,0.96,Right,No
10,1978,RP,Paul Siebert,25,0,2,0.0,5.14,27,0,5,0,0,1,28.0,30,16,16,2,21,5,12,1,1,2,130,69,5.01,1.821,9.6,0.6,6.8,3.9,0.57,Left,No
11,1978,,Tom Hausman,25,3,3,0.5,4.7,10,10,0,0,0,0,51.2,58,28,27,6,9,1,16,1,2,0,216,74,4.06,1.297,10.1,1.0,1.6,2.8,1.78,Right,No
12,1978,,Butch Metzger,26,1,3,0.25,6.51,25,0,11,0,0,0,37.1,48,28,27,4,22,7,21,1,1,0,180,54,4.7,1.875,11.6,1.0,5.3,5.1,0.95,Right,No
13,1978,,Mardie Cornejo,26,4,2,0.667,2.45,25,0,10,0,0,3,36.2,37,12,10,1,14,5,17,3,1,1,155,143,3.4,1.391,9.1,0.2,3.4,4.2,1.21,Right,No
14,1978,,Bob Myrick,25,0,3,0.0,3.28,17,0,7,0,0,0,24.2,18,10,9,3,13,2,13,0,0,0,102,108,4.69,1.257,6.6,1.1,4.7,4.7,1.0,Left,No
15,1978,,Juan Berenguer,23,0,2,0.0,8.31,5,3,1,0,0,0,13.0,17,12,12,1,11,0,8,1,0,0,65,43,5.12,2.154,11.8,0.7,7.6,5.5,0.73,Right,No
16,1978,,Roy Lee Jackson,24,0,0,0.0,9.24,4,2,0,0,0,0,12.2,21,13,13,2,6,0,6,2,0,0,61,39,5.59,2.132,14.9,1.4,4.3,4.3,1.0,Right,No
1,1977,SP,Jerry Koosman,34,8,20,0.286,3.49,32,32,0,6,1,0,226.2,195,102,88,17,81,8,192,4,4,2,940,107,3.14,1.218,7.7,0.7,3.2,7.6,2.37,Left,No
2,1977,SP,Nino Espinosa,23,10,13,0.435,3.42,32,29,2,7,1,0,200.0,188,82,76,17,55,5,105,5,2,2,825,109,3.69,1.215,8.5,0.8,2.5,4.7,1.91,Right,No
3,1977,SP,Jon Matlack,27,7,15,0.318,4.21,26,26,0,5,3,0,169.0,175,86,79,19,43,7,123,2,2,2,702,89,3.54,1.29,9.3,1.0,2.3,6.6,2.86,Left,No
4,1977,SP,Craig Swan,26,9,10,0.474,4.23,26,24,2,2,1,0,146.2,153,76,69,10,56,3,71,1,2,1,638,88,3.82,1.425,9.4,0.6,3.4,4.4,1.27,Right,No
5,1977,SP,Pat Zachry,25,7,6,0.538,3.76,19,19,0,2,1,0,119.2,129,59,50,14,48,4,63,3,1,0,524,99,4.49,1.479,9.7,1.1,3.6,4.7,1.31,Right,No
6,1977,SP,Tom Seaver,32,7,3,0.7,3.0,13,13,0,5,3,0,96.0,79,33,32,7,28,3,72,0,1,3,390,124,3.06,1.115,7.4,0.7,2.6,6.8,2.57,Right,No
7,1977,CL,Skip Lockwood,30,4,8,0.333,3.38,63,0,50,0,0,20,104.0,87,40,39,5,31,11,84,4,1,3,427,111,2.76,1.135,7.5,0.4,2.7,7.3,2.71,Right,No
8,1977,RP,Bob Myrick,24,2,2,0.5,3.61,44,4,19,0,0,2,87.1,86,39,35,5,33,5,49,1,0,2,367,104,3.53,1.363,8.9,0.5,3.4,5.0,1.48,Left,No
9,1977,RP,Bob Apodaca,27,4,8,0.333,3.43,59,0,27,0,0,5,84.0,83,38,32,7,30,11,53,1,1,2,367,109,3.67,1.345,8.9,0.8,3.2,5.7,1.77,Right,No
10,1977,RP,Rick Baldwin,24,1,2,0.333,4.45,40,0,13,0,0,1,62.2,62,32,31,6,31,9,23,5,1,2,274,84,4.97,1.484,8.9,0.9,4.5,3.3,0.74,Right,No
11,1977,RP,Paul Siebert,24,2,1,0.667,3.86,25,0,14,0,0,0,28.0,27,12,12,0,13,4,20,1,0,1,123,98,2.81,1.429,8.7,0.0,4.2,6.4,1.54,Left,No
12,1977,,Jackson Todd,25,3,6,0.333,4.77,19,10,3,0,0,0,71.2,78,41,38,8,20,5,39,2,1,2,312,78,4.02,1.367,9.8,1.0,2.5,4.9,1.95,Right,No
13,1977,,Roy Lee Jackson,23,0,2,0.0,6.0,4,4,0,0,0,0,24.0,25,16,16,2,15,1,13,3,0,2,116,63,4.99,1.667,9.4,0.8,5.6,4.9,0.87,Right,No
14,1977,,Doc Medich,28,0,1,0.0,3.86,1,1,0,0,0,0,7.0,6,3,3,0,1,0,3,0,0,0,25,102,2.31,1.0,7.7,0.0,1.3,3.9,3.0,Right,No
15,1977,,John Pacella,20,0,0,0.0,0.0,3,0,3,0,0,0,4.0,2,2,0,0,2,0,1,0,0,1,17,0,3.74,1.0,4.5,0.0,4.5,2.3,0.5,Right,No
16,1977,,Ray Sadecki,36,0,1,0.0,6.0,4,0,2,0,0,0,3.0,3,2,2,1,3,0,0,0,0,0,14,70,10.07,2.0,9.0,3.0,9.0,0.0,0.0,Left,No
1,1976,SP,Tom Seaver,31,14,11,0.56,2.59,35,34,0,13,5,0,271.0,211,83,78,14,77,9,235,4,0,12,1079,126,2.47,1.063,7.0,0.5,2.6,7.8,3.05,Right,No
2,1976,SP,Jon Matlack,26,17,10,0.63,2.95,35,35,0,16,6,0,262.0,236,94,86,18,57,5,153,3,3,13,1054,111,3.05,1.118,8.1,0.6,2.0,5.3,2.68,Left,No
3,1976,SP,Jerry Koosman,33,21,10,0.677,2.69,34,32,0,17,3,0,247.1,205,81,74,19,66,7,200,1,1,3,994,121,2.83,1.096,7.5,0.7,2.4,7.3,3.03,Left,No
4,1976,SP,Mickey Lolich,35,8,13,0.381,3.22,31,30,1,5,2,0,192.2,184,83,69,14,52,1,120,0,2,11,797,101,3.14,1.225,8.6,0.7,2.4,5.6,2.31,Left,No
5,1976,SP,Craig Swan,25,6,9,0.4,3.54,23,22,1,2,1,0,132.1,129,64,52,11,44,3,89,5,3,0,568,93,3.48,1.307,8.8,0.7,3.0,6.1,2.02,Right,No
6,1976,CL,Skip Lockwood,29,10,7,0.588,2.67,56,0,44,0,0,19,94.1,62,31,28,6,34,8,108,2,1,3,375,123,2.31,1.018,5.9,0.6,3.2,10.3,3.18,Right,No
7,1976,RP,Bob Apodaca,26,3,7,0.3,2.81,43,3,30,0,0,5,89.2,71,34,28,4,29,12,45,3,0,0,364,117,3.28,1.115,7.1,0.4,2.9,4.5,1.55,Right,No
8,1976,RP,Ken Sanders,34,1,2,0.333,2.87,31,0,18,0,0,1,47.0,39,16,15,4,12,4,16,1,1,0,188,115,3.89,1.085,7.5,0.8,2.3,3.1,1.33,Right,No
9,1976,RP,Nino Espinosa,22,4,4,0.5,3.67,12,5,0,0,0,0,41.2,41,21,17,3,13,3,30,0,0,1,175,90,3.07,1.296,8.9,0.6,2.8,6.5,2.31,Right,No
10,1976,RP,Bob Myrick,23,1,1,0.5,3.25,21,1,8,0,0,0,27.2,34,13,10,2,13,1,11,0,0,0,126,102,4.19,1.699,11.1,0.7,4.2,3.6,0.85,Left,No
11,1976,,Rick Baldwin,23,0,0,0.0,2.38,11,0,4,0,0,0,22.2,14,6,6,0,10,1,9,2,0,0,89,140,3.43,1.059,5.6,0.0,4.0,3.6,0.9,Right,No
12,1976,,Hank Webb,26,0,1,0.0,4.5,8,0,1,0,0,0,16.0,17,9,8,2,7,0,7,2,1,0,74,75,5.07,1.5,9.6,1.1,3.9,3.9,1.0,Right,No
13,1976,,Tom Hall,28,1,1,0.5,5.79,5,0,2,0,0,0,4.2,5,3,3,0,5,2,2,0,0,0,25,62,4.99,2.143,9.6,0.0,9.6,3.9,0.4,Left,No
1,1975,SP,Tom Seaver,30,22,9,0.71,2.38,36,36,0,15,5,0,280.1,217,81,74,11,88,6,243,4,1,7,1115,146,2.35,1.088,7.0,0.4,2.8,7.8,2.76,Right,No
2,1975,SP,Jerry Koosman,32,14,13,0.519,3.42,36,34,2,11,4,2,239.2,234,106,91,19,98,6,173,4,7,7,1018,101,3.45,1.385,8.8,0.7,3.7,6.5,1.77,Left,No
3,1975,SP,Jon Matlack,25,16,12,0.571,3.38,33,32,0,8,3,0,228.2,224,105,86,15,58,6,154,1,1,7,954,102,2.87,1.233,8.8,0.6,2.3,6.1,2.66,Left,No
4,1975,SP,Randy Tate,22,5,13,0.278,4.45,26,23,1,2,0,0,137.2,121,73,68,8,86,3,99,5,2,1,605,78,3.89,1.504,7.9,0.5,5.6,6.5,1.15,Right,No
5,1975,SP,Hank Webb,25,7,6,0.538,4.07,29,15,5,3,1,0,115.0,102,58,52,12,62,4,38,1,4,4,502,85,4.93,1.426,8.0,0.9,4.9,3.0,0.61,Right,No
6,1975,SP,George Stone,28,3,3,0.5,5.05,13,11,0,1,0,0,57.0,75,38,32,3,21,3,21,0,1,4,261,69,3.64,1.684,11.8,0.5,3.3,3.3,1.0,Left,No
7,1975,CL,Bob Apodaca,25,3,4,0.429,1.49,46,0,36,0,0,13,84.2,66,18,14,4,28,9,45,0,0,2,338,233,3.13,1.11,7.0,0.4,3.0,4.8,1.61,Right,No
8,1975,RP,Rick Baldwin,22,3,5,0.375,3.33,54,0,29,0,0,6,97.1,97,39,36,4,34,4,54,4,2,5,418,104,3.18,1.346,9.0,0.4,3.1,5.0,1.59,Right,No
9,1975,RP,Tom Hall,27,4,3,0.571,4.75,34,4,15,0,0,1,60.2,58,39,32,10,31,3,48,3,0,2,272,73,4.83,1.467,8.6,1.5,4.6,7.1,1.55,Left,No
10,1975,RP,Skip Lockwood,28,1,3,0.25,1.49,24,0,8,0,0,2,48.1,28,9,8,3,25,6,61,1,0,5,192,234,2.48,1.097,5.2,0.6,4.7,11.4,2.44,Right,No
11,1975,RP,Ken Sanders,33,1,1,0.5,2.3,30,0,18,0,0,5,43.0,31,11,11,2,14,7,8,0,0,0,172,151,3.8,1.047,6.5,0.4,2.9,1.7,0.57,Right,No
12,1975,,Harry Parker,27,2,3,0.4,4.41,18,1,5,0,0,2,34.2,37,17,17,2,19,5,22,0,0,4,159,79,3.71,1.615,9.6,0.5,4.9,5.7,1.16,Right,No
13,1975,,Craig Swan,24,1,3,0.25,6.39,6,6,0,0,0,0,31.0,38,22,22,4,13,2,19,1,2,0,142,55,4.39,1.645,11.0,1.2,3.8,5.5,1.46,Right,No
14,1975,,Jerry Cram,27,0,1,0.0,5.4,4,0,2,0,0,0,5.0,7,3,3,2,2,0,2,0,0,0,23,70,8.19,1.8,12.6,3.6,3.6,3.6,1.0,Right,No
15,1975,,Nino Espinosa,21,0,1,0.0,18.0,2,0,0,0,0,0,3.0,8,6,6,0,1,0,2,0,0,0,18,22,2.25,3.0,24.0,0.0,3.0,6.0,2.0,Right,No
16,1975,,Mac Scarce,26,0,0,0.0,0.0,1,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Left,No
1,1974,SP,Jon Matlack,24,13,15,0.464,2.41,34,34,0,14,7,0,265.1,221,82,71,8,76,11,195,5,1,4,1076,149,2.42,1.119,7.5,0.3,2.6,6.6,2.57,Left,No
2,1974,SP,Jerry Koosman,31,15,11,0.577,3.36,35,35,0,13,0,0,265.0,258,113,99,16,85,7,188,7,1,8,1118,107,2.99,1.294,8.8,0.5,2.9,6.4,2.21,Left,No
3,1974,SP,Tom Seaver,29,11,11,0.5,3.2,32,32,0,12,5,0,236.0,199,89,84,19,75,10,201,3,2,4,956,112,2.91,1.161,7.6,0.7,2.9,7.7,2.68,Right,No
4,1974,SP,George Stone,27,2,7,0.222,5.03,15,13,2,1,0,0,77.0,103,57,43,10,21,4,29,0,1,0,349,72,4.33,1.61,12.0,1.2,2.5,3.4,1.38,Left,No
5,1974,RP,Harry Parker,26,4,12,0.25,3.92,40,16,14,1,0,4,131.0,145,64,57,10,46,5,58,3,0,6,575,92,3.81,1.458,10.0,0.7,3.2,4.0,1.26,Right,No
6,1974,RP,Bob Apodaca,24,6,6,0.5,3.5,35,8,15,1,0,3,103.0,92,47,40,7,42,9,54,2,3,3,434,103,3.69,1.301,8.0,0.6,3.7,4.7,1.29,Right,No
7,1974,RP,Tug McGraw,29,6,11,0.353,4.16,41,4,26,1,1,3,88.2,96,43,41,12,32,6,54,0,0,4,390,87,4.2,1.444,9.7,1.2,3.2,5.5,1.69,Left,No
8,1974,RP,Bob Miller,35,2,2,0.5,3.58,58,0,30,0,0,2,78.0,89,39,31,2,39,13,35,1,0,2,353,101,3.55,1.641,10.3,0.2,4.5,4.0,0.9,Right,No
9,1974,,Ray Sadecki,33,8,8,0.5,3.41,34,10,8,3,1,0,103.0,107,49,39,7,35,6,46,2,0,5,440,106,3.65,1.379,9.3,0.6,3.1,4.0,1.31,Left,No
10,1974,,Jack Aker,33,2,1,0.667,3.48,24,0,16,0,0,2,41.1,33,18,16,4,14,1,18,2,0,1,173,104,4.13,1.137,7.2,0.9,3.0,3.9,1.29,Right,No
11,1974,,Craig Swan,23,1,3,0.25,4.45,7,5,0,0,0,0,30.1,28,19,15,1,21,3,10,0,0,1,138,82,4.42,1.615,8.3,0.3,6.2,3.0,0.48,Right,No
12,1974,,Jerry Cram,26,0,1,0.0,1.61,10,0,2,0,0,0,22.1,22,4,4,1,4,3,8,0,0,1,84,227,2.98,1.164,8.9,0.4,1.6,3.2,2.0,Right,No
